"stars","name","available","bedType","currency","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","features/26","features/27","features/28","features/29","features/30","features/31","features/32","features/33","features/34","features/35","features/36","features/37","features/38","features/39","features/40","features/41","features/42","features/43","features/45","features/46","persons","price","roomType","features/44","features/47","features/48","features/49","features/50","features/51","features/52","features/53","features/55","features/54","features/56"
"5","Kimpton Vividora Hotel, an IHG Hotel","true","1 large double bed","US$","Private suite","398 feet²","Balcony","Landmark view","City view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Terrace","Coffee machine","Minibar","Free WiFi","Hot tub","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Cleaning products","Hypoallergenic","Desk","Seating Area","Blu-ray player","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Towels/sheets (extra fee)","Wake up service/Alarm clock","Electric kettle","Outdoor furniture","Wake-up service","Alarm clock","2","764","King Suite with City View","Outdoor dining area","Laptop safe","Wardrobe or closet","Dining area","Upper floors accessible by elevator","Clothes rack","Toilet paper","Baby safety gates","Hand sanitiser","Single-room air conditioning for guest accommodation","More"
"5","Kimpton Vividora Hotel, an IHG Hotel","true","1 large double bed","US$","Private suite","398 feet²","Balcony","Landmark view","City view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Terrace","Coffee machine","Minibar","Free WiFi","Hot tub","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Cleaning products","Hypoallergenic","Desk","Seating Area","Blu-ray player","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Towels/sheets (extra fee)","Wake up service/Alarm clock","Electric kettle","Outdoor furniture","Wake-up service","Alarm clock","2","795","King Suite with City View","Outdoor dining area","Laptop safe","Wardrobe or closet","Dining area","Upper floors accessible by elevator","Clothes rack","Toilet paper","Baby safety gates","Hand sanitiser","Single-room air conditioning for guest accommodation","More"
"5","Kimpton Vividora Hotel, an IHG Hotel","true","1 large double bed","US$","Private suite","527 feet²","Balcony","Landmark view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Hot tub","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Cleaning products","Hypoallergenic","Desk","Seating Area","Blu-ray player","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Towels/sheets (extra fee)","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Laptop safe","Dining area","Upper floors accessible by elevator","2","755","Gòtic King Suite","Wardrobe or closet","Clothes rack","Toilet paper","Baby safety gates","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,
"5","Kimpton Vividora Hotel, an IHG Hotel","true","1 large double bed","US$","Private suite","527 feet²","Balcony","Landmark view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Hot tub","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Cleaning products","Hypoallergenic","Desk","Seating Area","Blu-ray player","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Towels/sheets (extra fee)","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Laptop safe","Dining area","Upper floors accessible by elevator","2","821","Gòtic King Suite","Wardrobe or closet","Clothes rack","Toilet paper","Baby safety gates","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,
"5","Kimpton Vividora Hotel, an IHG Hotel","true","1 large double bed","US$","Private suite","527 feet²","Balcony","Landmark view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Hot tub","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Cleaning products","Hypoallergenic","Desk","Seating Area","Blu-ray player","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Towels/sheets (extra fee)","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Laptop safe","Dining area","Upper floors accessible by elevator","2","888","Gòtic King Suite","Wardrobe or closet","Clothes rack","Toilet paper","Baby safety gates","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,
"5","Kimpton Vividora Hotel, an IHG Hotel","true","1 large double bed","US$","Private suite","527 feet²","Balcony","Landmark view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Hot tub","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Cleaning products","Hypoallergenic","Desk","Seating Area","Blu-ray player","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Towels/sheets (extra fee)","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Laptop safe","Dining area","Upper floors accessible by elevator","2","923","Gòtic King Suite","Wardrobe or closet","Clothes rack","Toilet paper","Baby safety gates","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,
"5","Kimpton Vividora Hotel, an IHG Hotel","true","1 large double bed","US$","Private suite","527 feet²","Balcony","Landmark view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Hot tub","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Cleaning products","Hypoallergenic","Desk","Seating Area","Blu-ray player","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Heating","Hairdryer","Towels/sheets (extra fee)","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Laptop safe","Dining area","Upper floors accessible by elevator","2","954","Gòtic King Suite","Wardrobe or closet","Clothes rack","Toilet paper","Baby safety gates","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,
"5","Kimpton Vividora Hotel, an IHG Hotel","true","1 large double bed","US$","Private suite","646 feet²","Balcony","Landmark view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Terrace","Coffee machine","Minibar","Free WiFi","Hot tub","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Cleaning products","Hypoallergenic","Desk","Seating Area","Blu-ray player","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Towels/sheets (extra fee)","Wake up service/Alarm clock","Electric kettle","Outdoor furniture","Wake-up service","Alarm clock","2","845","King Suite de Vivi","Outdoor dining area","Laptop safe","Wardrobe or closet","Dining area","Upper floors accessible by elevator","Clothes rack","Toilet paper","Baby safety gates","Hand sanitiser","Single-room air conditioning for guest accommodation","More"
"5","Kimpton Vividora Hotel, an IHG Hotel","true","1 large double bed","US$","Private suite","646 feet²","Balcony","Landmark view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Terrace","Coffee machine","Minibar","Free WiFi","Hot tub","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Cleaning products","Hypoallergenic","Desk","Seating Area","Blu-ray player","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Towels/sheets (extra fee)","Wake up service/Alarm clock","Electric kettle","Outdoor furniture","Wake-up service","Alarm clock","2","911","King Suite de Vivi","Outdoor dining area","Laptop safe","Wardrobe or closet","Dining area","Upper floors accessible by elevator","Clothes rack","Toilet paper","Baby safety gates","Hand sanitiser","Single-room air conditioning for guest accommodation","More"
"5","Kimpton Vividora Hotel, an IHG Hotel","true","1 large double bed","US$","Private suite","646 feet²","Balcony","Landmark view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Terrace","Coffee machine","Minibar","Free WiFi","Hot tub","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Cleaning products","Hypoallergenic","Desk","Seating Area","Blu-ray player","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Towels/sheets (extra fee)","Wake up service/Alarm clock","Electric kettle","Outdoor furniture","Wake-up service","Alarm clock","2","994","King Suite de Vivi","Outdoor dining area","Laptop safe","Wardrobe or closet","Dining area","Upper floors accessible by elevator","Clothes rack","Toilet paper","Baby safety gates","Hand sanitiser","Single-room air conditioning for guest accommodation","More"
"5","Kimpton Vividora Hotel, an IHG Hotel","true","1 large double bed","US$","Private suite","646 feet²","Balcony","Landmark view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Terrace","Coffee machine","Minibar","Free WiFi","Hot tub","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Cleaning products","Hypoallergenic","Desk","Seating Area","Blu-ray player","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Towels/sheets (extra fee)","Wake up service/Alarm clock","Electric kettle","Outdoor furniture","Wake-up service","Alarm clock","2","1.029","King Suite de Vivi","Outdoor dining area","Laptop safe","Wardrobe or closet","Dining area","Upper floors accessible by elevator","Clothes rack","Toilet paper","Baby safety gates","Hand sanitiser","Single-room air conditioning for guest accommodation","More"
"5","Kimpton Vividora Hotel, an IHG Hotel","true","1 large double bed","US$","Private suite","646 feet²","Balcony","Landmark view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Terrace","Coffee machine","Minibar","Free WiFi","Hot tub","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Cleaning products","Hypoallergenic","Desk","Seating Area","Blu-ray player","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Towels/sheets (extra fee)","Wake up service/Alarm clock","Electric kettle","Outdoor furniture","Wake-up service","Alarm clock","2","1.06","King Suite de Vivi","Outdoor dining area","Laptop safe","Wardrobe or closet","Dining area","Upper floors accessible by elevator","Clothes rack","Toilet paper","Baby safety gates","Hand sanitiser","Single-room air conditioning for guest accommodation","More"
"5","Kimpton Vividora Hotel, an IHG Hotel","true","2 single beds and 1 extra-large double bed","US$","Room","452 feet²","Balcony","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Additional bathroom","Streaming service (like Netflix)","Toilet","Hardwood or parquet floors","Towels","Linen","Cleaning products","Hypoallergenic","Desk","Blu-ray player","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Towels/sheets (extra fee)","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Toilet paper","Baby safety gates","2","1.025","Family Room","Clothes rack","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,,,,
"5","Kimpton Vividora Hotel, an IHG Hotel","true","2 single beds and 1 extra-large double bed","US$","Room","452 feet²","Balcony","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Additional bathroom","Streaming service (like Netflix)","Toilet","Hardwood or parquet floors","Towels","Linen","Cleaning products","Hypoallergenic","Desk","Blu-ray player","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Towels/sheets (extra fee)","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Toilet paper","Baby safety gates","2","1.091","Family Room","Clothes rack","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,,,,
